,Unnamed: 0,Turno,ID Empleado,Apellido,Nombre,ID Puesto,Email,Unnamed: 0.1,Puesto,Departamento,Tipo Puesto,union_nombres
986,986,,1357,CONTRERAS,ESPERANZA,90-14100,esperanza.contreras@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ESPERANZA CONTRERAS
987,987,,1363,PEREYDA,FRANCISCO,55-23200,francisco.pereyda@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,FRANCISCO PEREYDA
988,988,,1365,GALLARDO,VERONICA,80-22220,veronica.gallardo@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,VERONICA GALLARDO
989,989,,1370,TORRES,CINCO,15-24100,cinco.torres@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,CINCO TORRES
990,990,,1371,WILSON,HECTOR,15-24100,hector.wilson@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,HECTOR WILSON
991,991,,1372,MIRANDA,VAZQUEZ,15-24100,vazquez.miranda@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,VAZQUEZ MIRANDA
992,992,,1379,BURBOA,ALBERTO,10-25130,alberto.burboa@tractchun.com,3,Comprador,MATERIALES,Administrativo,ALBERTO BURBOA
993,993,,1380,CORTES,MANUEL,55-23200,manuel.cortes@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,MANUEL CORTES
994,994,,1392,PEREZ,ANTONIO,20-31320,antonio.perez@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,ANTONIO PEREZ
995,995,,1405,IBARRA,SILVIA,20-31400,silvia.ibarra@tractchun.com,24,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,SILVIA IBARRA
996,996,,1414,Chaverra,Marisol,15-24100,marisol.chaverra@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Marisol Chaverra
997,997,,1416,SILVA,BOWLIN,55-23200,bowlin.silva@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,BOWLIN SILVA
998,998,,1432,Prisco,Miller,20-31320,miller.prisco@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,Miller Prisco
999,999,,1437,MONTAÑO,MARICELA,15-24100,maricela.montaño@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,MARICELA MONTAÑO
1000,1000,,1439,NAVARRO,MOLINA,20-31320,molina.navarro@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,MOLINA NAVARRO
1001,1001,,1440,MONGE,ADRIANA,70-21050,adriana.monge@tractchun.com,68,Supervisor General de Recursos Humanos,Recursos Humanos,Mandos Medios,ADRIANA MONGE
1002,1002,,1460,CAPIN,COTA,15-24100,cota.capin@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,COTA CAPIN
1003,1003,,1464,Barrientos,Jairo,15-24100,jairo.barrientos@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Jairo Barrientos
1004,1004,,1466,OSORNIO,LUIS,15-24100,luis.osornio@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LUIS OSORNIO
1005,1005,,1472,SILVA,HIRAM,70-21110,hiram.silva@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,HIRAM SILVA
1006,1006,,1478,GARCIA,MARTIN,70-21110,martin.garcia@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,MARTIN GARCIA
1007,1007,,1483,Soto,Marleny,15-24100,marleny.soto@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Marleny Soto
1008,1008,,1484,MEDINA,ANNET,15-24100,annet.medina@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,ANNET MEDINA
1009,1009,,1495,AGRUEL,ALFONSO,70-21110,alfonso.agruel@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,ALFONSO AGRUEL
1010,1010,,1504,Orrego,Maria,45-11000,maria.orrego@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Maria Orrego
1011,1011,,1512,DANIEL,HERNANDEZ,20-31210,hernandez.daniel@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,HERNANDEZ DANIEL
1012,1012,,1515,CALLES,LAMBERTO,15-24100,lamberto.calles@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LAMBERTO CALLES
1013,1013,,1517,Prisco,Gloria,55-23200,gloria.prisco@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Gloria Prisco
1014,1014,,1529,SANDOVAL,JESUS,15-24100,jesus.sandoval@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,JESUS SANDOVAL
1015,1015,,1530,Lennis,Yasmir,10-32110,yasmir.lennis@tractchun.com,6,Almacenista,MATERIALES,Administrativo,Yasmir Lennis
1016,1016,,1539,VILLANES,KARLA,15-27000,karla.villanes@tractchun.com,15,Supervisor General de Producción,PRODUCCION,Mandos Medios,KARLA VILLANES
1017,1017,,1543,OCAÑO,CORONADO,15-24100,coronado.ocaño@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,CORONADO OCAÑO
1018,1018,,1546,LOPEZ,DAMIAN,15-24100,damian.lopez@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,DAMIAN LOPEZ
1019,1019,,1551,CAMPOS,LETICIA,40-43210,leticia.campos@tractchun.com,44,Auxiliar Contable,CONTABILIDAD,Administrativo,LETICIA CAMPOS
1020,1020,,1554,TOYOS,ALFREDO,80-24100,alfredo.toyos@tractchun.com,87,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,ALFREDO TOYOS
1021,1021,,1560,Velez,Mariana,70-21110,mariana.velez@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,Mariana Velez
1022,1022,,1564,GUERRERO,ALBERTO,15-24100,alberto.guerrero@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,ALBERTO GUERRERO
1023,1023,,1568,Correa,Fernando,30-13300,fernando.correa@tractchun.com,31,Ingeniero de Calibracion y Metrologia,"AUDITORIA INTERNA, CALIBRACION Y METROLOGIA",Operativo,Fernando Correa
1024,1024,,1569,CALLEJA,FRANCISCO,90-14100,francisco.calleja@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCO CALLEJA
1025,1025,,1587,RODRIGUEZ,REYNA,60-28110,reyna.rodriguez@tractchun.com,66,Supervisor de Personal,PERSONAL,Mandos Medios,REYNA RODRIGUEZ
1026,1026,,1610,COTA,ALONSO,80-24100,alonso.cota@tractchun.com,87,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,ALONSO COTA
1027,1027,,1613,URZUA,IGOR,20-31210,igor.urzua@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,IGOR URZUA
1028,1028,,1635,NERI,ANTONIO,70-23810,antonio.neri@tractchun.com,72,Reclutador,Recursos Humanos,Administrativo,ANTONIO NERI
1029,1029,,1637,SUGICH,ELIZABETH,15-22210,elizabeth.sugich@tractchun.com,8,Supervisor de Mantenimiento,PRODUCCION,Mandos Medios,ELIZABETH SUGICH
1030,1030,,1656,JUAREZ,ANDREA,70-21110,andrea.juarez@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,ANDREA JUAREZ
1031,1031,,1669,MATA,GARCIA,90-14100,garcia.mata@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,GARCIA MATA
1032,1032,,1671,VALENCIA,LAURA,15-24100,laura.valencia@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LAURA VALENCIA
1033,1033,,1682,CRUZ,IMELDA,20-31210,imelda.cruz@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,IMELDA CRUZ
1034,1034,,1683,RUIZ,LEON,45-11000,leon.ruiz@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,LEON RUIZ
1035,1035,,1685,MORENO,CESAR,70-23810,cesar.moreno@tractchun.com,72,Reclutador,Recursos Humanos,Administrativo,CESAR MORENO
1036,1036,,1687,DOURIET,MARCOS,10-32100,marcos.douriet@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,MARCOS DOURIET
1037,1037,,1693,QUINTANA,ANGELICA,80-24100,angelica.quintana@tractchun.com,87,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,ANGELICA QUINTANA
1038,1038,,1694,ROMERO,HERIBERTO,15-24100,heriberto.romero@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,HERIBERTO ROMERO
1039,1039,,1695,GONZALEZ,ARNOLDO,70-21110,arnoldo.gonzalez@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,ARNOLDO GONZALEZ
1040,1040,,1696,Cardona,León,45-11000,león.cardona@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,León Cardona
1041,1041,,1719,VALENZUELA,LUIS,80-22220,luis.valenzuela@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,LUIS VALENZUELA
1042,1042,,1720,CORRAL,LANGURET,15-24100,languret.corral@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,LANGURET CORRAL
1043,1043,,1724,VASQUEZ,EVELIA,15-22210,evelia.vasquez@tractchun.com,8,Supervisor de Mantenimiento,PRODUCCION,Mandos Medios,EVELIA VASQUEZ
1044,1044,,1730,CASILLAS,ESTHELA,55-23200,esthela.casillas@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ESTHELA CASILLAS
1045,1045,,1754,GONZALEZ,ENRIQUE,90-14100,enrique.gonzalez@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ENRIQUE GONZALEZ
1046,1046,,1773,LOPEZ,PATRICIA,20-31320,patricia.lopez@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,PATRICIA LOPEZ
1047,1047,,1777,Hoyos ,Catalina,70-21110,catalina.hoyos @tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,Catalina Hoyos 
1048,1048,,1780,MUNGUIA,GUADALUPE,90-14100,guadalupe.munguia@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,GUADALUPE MUNGUIA
1049,1049,,1781,PEREYDA,LETICIA,70-23810,leticia.pereyda@tractchun.com,72,Reclutador,Recursos Humanos,Administrativo,LETICIA PEREYDA
1050,1050,,1785,COSS,JAVIER,15-24100,javier.coss@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,JAVIER COSS
1051,1051,,1794,GOMEZ,MARIBEL,70-23810,maribel.gomez@tractchun.com,72,Reclutador,Recursos Humanos,Administrativo,MARIBEL GOMEZ
1052,1052,,1795,RAMIREZ,ERIKA,90-14100,erika.ramirez@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ERIKA RAMIREZ
1053,1053,,1806,FIGUEROA,FRANCISCO,90-14100,francisco.figueroa@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCO FIGUEROA
1054,1054,,1812,Amaya,Egidio,80-22220,egidio.amaya@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Egidio Amaya
1055,1055,,1818,NIEBLAS,LIÑAN,20-31210,liñan.nieblas@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,LIÑAN NIEBLAS
1056,1056,,1823,GARCIA,JOSE,55-23200,jose.garcia@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,JOSE GARCIA
1057,1057,,1824,QUIROGA,GUADALUPE,90-14100,guadalupe.quiroga@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,GUADALUPE QUIROGA
1058,1058,,1826,RAMOS,OMAR,70-23810,omar.ramos@tractchun.com,72,Reclutador,Recursos Humanos,Administrativo,OMAR RAMOS
1059,1059,,1827,CALDERON,FABIOLA,90-14100,fabiola.calderon@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FABIOLA CALDERON
1060,1060,,1830,ORTEGA,CLAUDIO,10-32100,claudio.ortega@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,CLAUDIO ORTEGA
1061,1061,,1835,RUELAS,MANUEL,80-22220,manuel.ruelas@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,MANUEL RUELAS
1062,1062,,1848,VON_BORSTEL,MARIA,55-23200,maria.von_borstel@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,MARIA VON_BORSTEL
1063,1063,,1853,NAVARRO,PATRICIA,70-23810,patricia.navarro@tractchun.com,72,Reclutador,Recursos Humanos,Administrativo,PATRICIA NAVARRO
1064,1064,,1858,ESPINOZA,EDITH,10-32100,edith.espinoza@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,EDITH ESPINOZA
1065,1065,,1865,QUINTANA,LOURDES,80-22220,lourdes.quintana@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,LOURDES QUINTANA
1066,1066,,1875,OLIVARRIA,JOSE,55-23200,jose.olivarria@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,JOSE OLIVARRIA
1067,1067,,1880,CALLEJA,MEDINA,15-24100,medina.calleja@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,MEDINA CALLEJA
1068,1068,,1882,Atehortua,Diana,15-24100,diana.atehortua@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Diana Atehortua
1069,1069,,1890,VELASQUEZ,ISELA,15-24100,isela.velasquez@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,ISELA VELASQUEZ
1070,1070,,1898,Parra,Yomaira,15-22210,yomaira.parra@tractchun.com,8,Supervisor de Mantenimiento,PRODUCCION,Mandos Medios,Yomaira Parra
1071,1071,,1899,NORIEGA,ANGEL,30-13320,angel.noriega@tractchun.com,33,Ingeniero de Prueba Electrica,"AUDITORIA INTERNA, CALIBRACION Y METROLOGIA",Operativo,ANGEL NORIEGA
1072,1072,,1902,LOPEZ,ISELDA,90-14100,iselda.lopez@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,ISELDA LOPEZ
1073,1073,,1906,NORIEGA,RAMON,70-23810,ramon.noriega@tractchun.com,72,Reclutador,Recursos Humanos,Administrativo,RAMON NORIEGA
1074,1074,,1921,MONGE,PERALTA,15-24100,peralta.monge@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,PERALTA MONGE
1075,1075,,1925,Villegas,Marina,20-31210,marina.villegas@tractchun.com,20,Capturista,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,Marina Villegas
1076,1076,,1928,CHEW,FRANCISCO,90-14100,francisco.chew@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCO CHEW
1077,1077,,1929,LEON,VALENZUELA,15-24100,valenzuela.leon@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,VALENZUELA LEON
1078,1078,,1936,PAZ,ROSALVA,15-24100,rosalva.paz@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,ROSALVA PAZ
1079,1079,,1939,ARVALLO,HAYDEE,80-22220,haydee.arvallo@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,HAYDEE ARVALLO
1080,1080,,1944,SIMANCAS,OSCAR,10-32100,oscar.simancas@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,OSCAR SIMANCAS
1081,1081,,1946,AGUIRRE,ERNESTO,10-32100,ernesto.aguirre@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,ERNESTO AGUIRRE
1082,1082,,1951,Atehortua,Juan ,55-23200,juan .atehortua@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Juan  Atehortua
1083,1083,,1959,AMABILIS,VANESSA,15-24100,vanessa.amabilis@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,VANESSA AMABILIS
1084,1084,,1962,VON_BORSTEL,OTERO,15-24100,otero.von_borstel@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,OTERO VON_BORSTEL
1085,1085,,1967,ESPINOZA,JAIME,15-24100,jaime.espinoza@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,JAIME ESPINOZA
1086,1086,,1971,GUERRERO,FRANCISCO,90-14100,francisco.guerrero@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCO GUERRERO
1087,1087,,1985,LIMON,GUILLERMO,20-26100,guillermo.limon@tractchun.com,17,Clerk de Copiado,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,GUILLERMO LIMON
1088,1088,,1996,BARRAZA,DAVID,15-24100,david.barraza@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,DAVID BARRAZA
1089,1089,,1998,BRIBIESCA,FRANCISCA,90-14100,francisca.bribiesca@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCA BRIBIESCA
1090,1090,,1999,GOMEZ,NORA,80-22620,nora.gomez@tractchun.com,83,Encargado de Tool Crib,MANTENIMIENTO,Operativo,NORA GOMEZ
1091,1091,D,4,Valencia,Margarita,45-10000,margarita.valencia@tractchun.com,46,Director de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Gerencia,Margarita Valencia
1092,1092,,8,CHEW,ALFONSO,20-31320,alfonso.chew@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,ALFONSO CHEW
1093,1093,,12,MEDINA,TANORI,15-24100,tanori.medina@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,TANORI MEDINA
1094,1094,,13,Hoyos ,Lucia,45-11000,lucia.hoyos @tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Lucia Hoyos 
1095,1095,,14,MORENO,CARMEN,55-23200,carmen.moreno@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,CARMEN MORENO
1096,1096,,15,SANTOS,ALICIA,70-21120,alicia.santos@tractchun.com,71,Auxiliar de Recursos Humanos,Recursos Humanos,Administrativo,ALICIA SANTOS
1097,1097,,30,MORALES,VERONICA,80-24100,veronica.morales@tractchun.com,87,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,VERONICA MORALES
1098,1098,,55,JUVERA,VICTOR,80-22220,victor.juvera@tractchun.com,80,Ingeniero de Procesos,MANTENIMIENTO,Operativo,VICTOR JUVERA
1099,1099,,84,RODRIGUEZ,JAVIER,90-14100,javier.rodriguez@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,JAVIER RODRIGUEZ
1100,1100,,98,GALLEGOS,PATRICIA,50-32200,patricia.gallegos@tractchun.com,52,Comprador de Materiales,CONTROL DE PRODUCCION,Administrativo,PATRICIA GALLEGOS
1101,1101,,108,MORAN,TRINIDAD,15-24100,trinidad.moran@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,TRINIDAD MORAN
1102,1102,,116,CONTRERAS,CASTILLO,70-21110,castillo.contreras@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,CASTILLO CONTRERAS
1103,1103,,124,LEYVA,ISAAC,45-11000,isaac.leyva@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,ISAAC LEYVA
1104,1104,,132,ARVAYO,JESUS,90-14100,jesus.arvayo@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,JESUS ARVAYO
1105,1105,,142,NAVARRO,ERIKA,50-33100,erika.navarro@tractchun.com,55,Supervisor de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,ERIKA NAVARRO
1106,1106,,148,SALAZAR,MANUEL,80-22210,manuel.salazar@tractchun.com,78,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,MANUEL SALAZAR
1107,1107,,151,SOQUI,EVA,15-24100,eva.soqui@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,EVA SOQUI
1108,1108,,163,Giraldo,Felipe,15-24100,felipe.giraldo@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,Felipe Giraldo
1109,1109,,180,SAENZ,PATRICIA,70-21120,patricia.saenz@tractchun.com,71,Auxiliar de Recursos Humanos,Recursos Humanos,Administrativo,PATRICIA SAENZ
1110,1110,,190,DOURIET,GUILLERMO,20-31410,guillermo.douriet@tractchun.com,25,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,GUILLERMO DOURIET
1111,1111,,194,BARRERAS,HERNANDEZ,20-31410,hernandez.barreras@tractchun.com,25,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,HERNANDEZ BARRERAS
1112,1112,,202,JUVERA,MARIA,80-24100,maria.juvera@tractchun.com,87,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,MARIA JUVERA
1113,1113,,207,SANTACRUZ,MORALES,50-60010,morales.santacruz@tractchun.com,58,Auxiliar de Departamento,CONTROL DE PRODUCCION,Administrativo,MORALES SANTACRUZ
1114,1114,,212,GRAJEDA,WALTER,15-24000,walter.grajeda@tractchun.com,11,Gerente de Producción,PRODUCCION,Gerencia,WALTER GRAJEDA
1115,1115,,230,CASTILLO,GUADALUPE,70-21110,guadalupe.castillo@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,GUADALUPE CASTILLO
1116,1116,,253,AMADOR,ALONSO,20-31400,alonso.amador@tractchun.com,24,Supervisor de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Mandos Medios,ALONSO AMADOR
1117,1117,,260,ROMERO,ALBERTO,70-21110,alberto.romero@tractchun.com,70,Entrenamiento,Recursos Humanos,Administrativo,ALBERTO ROMERO
1118,1118,,273,DOMINGUEZ,ALBERTO,55-23200,alberto.dominguez@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ALBERTO DOMINGUEZ
1119,1119,,308,MIRANDA,ANA,20-31320,ana.miranda@tractchun.com,23,Clerk de Aduanas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,ANA MIRANDA
1120,1120,,318,CORRAL,JAIME,15-24100,jaime.corral@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,JAIME CORRAL
1121,1121,,322,PEREZ,JOEL,90-14000,joel.perez@tractchun.com,90,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,JOEL PEREZ
1122,1122,,327,NAVARRO,FERNANDO,90-14100,fernando.navarro@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FERNANDO NAVARRO
1123,1123,,344,Loaiza,Bryan,45-11000,bryan.loaiza@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Bryan Loaiza
1124,1124,,349,KETCHUL,FRANCISCA,90-14100,francisca.ketchul@tractchun.com,91,Ingeniero de Calidad,INGENIERIA DE CALIDAD,Operativo,FRANCISCA KETCHUL
1125,1125,,351,SANTACRUZ,ELVIA,10-32100,elvia.santacruz@tractchun.com,5,Supervisor de Almacén,MATERIALES,Mandos Medios,ELVIA SANTACRUZ
1126,1126,,362,REYES,GONZALEZ,50-33000,gonzalez.reyes@tractchun.com,54,Gerente de Control de Producción,CONTROL DE PRODUCCION,Gerencia,GONZALEZ REYES
1127,1127,,388,CARTAS,IVAN,50-33200,ivan.cartas@tractchun.com,57,Supervisor General de Control de Producción,CONTROL DE PRODUCCION,Mandos Medios,IVAN CARTAS
1128,1128,,401,Puerta,Maria,55-23200,maria.puerta@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Maria Puerta
1129,1129,,404,ZAZUETA,TRINIDAD,15-24100,trinidad.zazueta@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,TRINIDAD ZAZUETA
1130,1130,,419,ARVAYO,ALEJANDRO,55-23200,alejandro.arvayo@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ALEJANDRO ARVAYO
1131,1131,,428,GOMEZ,ALVAREZ,80-22620,alvarez.gomez@tractchun.com,83,Encargado de Tool Crib,MANTENIMIENTO,Operativo,ALVAREZ GOMEZ
1132,1132,,430,GURROLA,DAGOBERTO,45-11000,dagoberto.gurrola@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,DAGOBERTO GURROLA
1133,1133,,440,GALLARDO,MONTAÑO,20-31410,montaño.gallardo@tractchun.com,25,Clerk de Tráfico,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,MONTAÑO GALLARDO
1134,1134,,441,MORALES,SERNA,30-13100,serna.morales@tractchun.com,30,Controlador de Documentos,"AUDITORIA INTERNA, CALIBRACION Y METROLOGIA",Mandos Medios,SERNA MORALES
1135,1135,,457,NAVARRO,GABRIEL,80-22111,gabriel.navarro@tractchun.com,75,Maquinista,MANTENIMIENTO,Operativo,GABRIEL NAVARRO
1136,1136,,462,NERI,MARTIN,50-33110,martin.neri@tractchun.com,56,Controlador de producción,CONTROL DE PRODUCCION,Mandos Medios,MARTIN NERI
1137,1137,,472,SANTACRUZ,MARTHA,55-23200,martha.santacruz@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,MARTHA SANTACRUZ
1138,1138,,477,MEZA,ISABEL,20-31100,isabel.meza@tractchun.com,18,Analista de Sistemas,"SISTEMAS, TRAFICO Y ADUANAS",Administrativo,ISABEL MEZA
1139,1139,,497,CARDENAS,LOISSE,55-23200,loisse.cardenas@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,LOISSE CARDENAS
1140,1140,,542,RENDON,OSCAR,55-23200,oscar.rendon@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,OSCAR RENDON
1141,1141,,580,MACHADO,PEDRO,55-23200,pedro.machado@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,PEDRO MACHADO
1142,1142,,581,FLORES,EDUARDO,45-11000,eduardo.flores@tractchun.com,47,Supervisor de Aseguramiento de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,EDUARDO FLORES
1143,1143,,584,MEJIA,ALICIA,55-23200,alicia.mejia@tractchun.com,60,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,ALICIA MEJIA
1144,1144,,596,Parra,Juan ,15-24111,juan .parra@tractchun.com,14,Operador de Producción,PRODUCCION,Operativo,Juan  Parra
1145,1145,,608,MACEN,VAZQUEZ,15-24100,vazquez.macen@tractchun.com,12,Supervisor de Producción,PRODUCCION,Mandos Medios,VAZQUEZ MACEN
